The Commonwealth of Massachusetts,,,,,,,,,,,,,,,,,,,
Executive Office of Health and Human Services,,,,,,,,,,,,,,,,,,,
Department of Public Health,,,,,,,,,,,,,,,,,,,
Division of Health Care Facility Licensure and Certification,,,,,,,,,,,,,,,,,,,
"67 Forest Street, Marlborough, MA 01752",,,,,,,,,,,,,,,,,,,
617-753-8000,,,,,,,,,,,,,,,,,,,
"November 14, 2023",,,,,,,,,,,,,,,,,,,
Massachusetts Licensed Clinics and Services Provided,,,,,,,,,,,,,,,,,,,
"^Facility licensed under a parent facility, call DPH at 617-753-8000 for more information on services provided",,,,,,,,,,,,,,,,,,,
~This clinic is in a non-licensed category and additional information is not provided by DPH.,,,,,,,,,,,,,,,,,,,
* Further information on the services provided by these facilities is forthcoming and will be updated regularly.,,,,,Services Provided,,,,,,,,,,,,,,
Clinic Name,Street,City/Town,Zip Code,Telephone,Lithotripsy,Physical Rehab,Surgical,Alcohol/      Substance Use Disorder,Mental Health,Dental ,Medical,Mobile Medical,Pharmacy,Birth Ctr,Mobile Medical MRI,Mobile Medical Lithotripsy,Radiation,Radiology (MRI),Limited Service
MENTOR SOUTH BAY,181 UNION STREET SUITE J,LYNN,01901,(508)580-4691,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
MENTOR SOUTH BAY,22 OLDE CANAL DRIVE,LOWELL,01851,(978)580-4691,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
MENTOR SOUTH BAY,280 BRIDGE STRRET,DEDHAM,02026,(978)794-7966,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
MENTOR SOUTH BAY,324 CLARK STREET,WORCESTER,01606,(508)521-2200,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
MENTOR SOUTH BAY,35 CONGRESS STREET SUITE 225,SALEM,01970,(978)542-1951,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
MENTOR SOUTH BAY,"360 MERRIMACK STREET, BLD 9",LAWRENCE,01840,(978)688-4901,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
MENTOR SOUTH BAY,37 WATER STREET,WAKEFIELD,01880,(781)851-2648,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
MENTOR SOUTH BAY,40 NORTH STREET,BARNSTABLE,02601,(508)580-4691,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
MENTOR SOUTH BAY,415 NEPONSET AVENUE 3FL,DORCHESTER,02122,(857)217-3700,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
MENTOR SOUTH BAY,541 MAIN STREET STE 317,WEYMOUTH,02190,(781)580-4691,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
MENTOR SOUTH BAY,607 PLEASANT STREET STE 115,ATTLEBORO,02703,(508)580-4691,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
MENTOR SOUTH BAY,7 SCOBEE,PLYMOUTH,02360,(508)830-0004,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
MENTOR SOUTH BAY,"70 EVERETT AVENUE, STE 515",CHELSEA,02150,(508)521-2200,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
MENTOR SOUTH BAY,80 ERDMAN WAY SUITE 208,LEOMINSTER,01453,(978)870-1840,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
MENTOR SOUTH BAY^,1 GRANT STREET,FRAMINGHAM,01702,(508)580-4691,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MERRIMACK VALLEY HEALTH SERVICES, INC",600 FEDERAL STREET,ANDOVER,01810,(978)687-1319,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
METROWEST MRI,"761 WORCESTER ROAD-FLOO1, SUITE 2",FRAMINGHAM,01701,(508)872-7674,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
MICHAEL J GILL MNTL HLTH & WELLNS C,66 CANAL STREET,BOSTON,02114,(617)825-5000,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
MIGRANT HEALTH SERVICES^,165 MILL STREET,LEOMINSTER,01453,(978)878-8510,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MINUTECLINIC,100 WORCESTER STREET,NORTH GRAFTON,01536,(508)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,1001 THORNDYKE STREET,PALMER,01069,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,100D NORTH MAIN STREET,CARVER,02330,(508)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,1025 CENTRAL STREET,STOUGHTON,02072,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,105 DAVIS STRAITS,FALMOUTH,02540,(401)770-5422,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,105 MAIN STREET,MAYNARD,01754,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,137 FEDERAL STREET,GREENFIELD,01301,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,137 WEST CENTRAL STREET,NATICK,01760,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,142 WORCESTER ROAD,CHARLTON,01507,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,1475 NEWMAN AVENUE,SEEKONK,02771,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,148 CALIFORNIA STREET,NEWTON,02458,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,1515 COMMERCIAL STREET,WEYMOUTH,02189,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,1620 PRESIDENT AVENUE,FALL RIVER,02722,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,165 UNIVERSITY DRIVE,AMHERST,01002,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,174 LITTLETON ROAD,WESTFORD,01886,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,1880 OCEAN STREET,MARSHFIELD,02050,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,189 SUMMER STREET,KINGSTON,02364,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,19 DODGE STREET,BEVERLY,01915,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,1900 MAIN STREET,TEWKSBURY,01876,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,207 ROCKLAND STREET,HANOVER,02339,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,215 ALEWIFE BROOK PARKWAY,CAMBRIDGE,02138,(617)348-4865,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,222 MAIN STREET RTE 38 WILMTN PLAZA,WILMINGTON,01887,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,234 WASHINGTON STREET,HUDSON,01749,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,2340 GAR HIGHWAY,SWANSEA,02777,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,24 W MAIN STREET,NORTHBOROUGH,01532,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,246 MILL STREET,LEOMINSTER,01453,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,266 ROUTE 44,RAYNHAM,02767,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,270 GROVE STREET,BRAINTREE,02184,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,272 EAST CENTRAL STREET,FRANKLIN,02038,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,284 WINTHROP STREET,TAUNTON,02780,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,300 CANAL STREET,SALEM,01970,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,311 NEWBURY STREET,DANVERS,01923,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,316 NORTH PEARL STREET,BROCKTON,02301,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,323 NORTH MAIN STREET,UXBRIDGE,01569,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,344 GREAT ROAD,ACTON,01720,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,36 WHITE STREET CAMBRIDGE,CAMBRIDGE,02140,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,366 KING STREET,NORTHAMPTON,01060,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,414 UNION STREET,ASHLAND,01721,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,44 WEST BOYLSTON STREET,WORCESTER,01605,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,465 STATION AVENUE,SOUTH YARMOUTH,02664,(401)770-5422,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,5 MACY STREET,AMESBURY,01913,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,501 BOSTON POST ROAD,SUDBURY,01776,(978)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,555 MAIN STREET,MEDFIELD,02052,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,599 STATE ROAD,WESTPORT,02790,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,6 JOHN F. KENNEDY STREET,CAMBRIDGE,02138,(401)770-5422,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,626 SOUTHERN ARTERY,QUINCY,02169,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,67D MAIN STREET,MEDWAY,02053,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,68 MAIN STREET,ANDOVER,01810,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,792 MAIN STREET,CLINTON,01510,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,8 E. WASHINGTON STREET,NORTH ATTLEBORO,02760,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,8 PILGRIM HILL  ROAD,PLYMOUTH,02360,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,80 MARKET STREET,ROCKLAND,02370,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,85 HIGH STREET,MEDFORD,02155,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,9-19 SUMMER STREET,BRIDGEWATER,02324,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,928 RIVDERDALE STREET,WEST SPRINGFIELD,01089,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC,947 PROVIDENCE HIGHWAY,DEDHAM,02026,(866)389-2727,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes
MINUTECLINIC^,188 LINDEN STREET,WELLESLEY,02481,(866)389-2727,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MINUTECLINIC^,35 WEST MAIN STREET,NORTON,02766,(866)389-2727,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MINUTECLINIC^,978 BOYLSTON STREET,NEWTON,02461,(866)389-2727,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MIT MEDICAL,25 CARLETON STREET,CAMBRIDGE,02139,(617)253-4481,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No
MOBILE HEALTH VAN^,1290 TREMONT STREET,BOSTON,02120,(617)989-3221,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOUNTAIN HEALTH LLC^,"280 WASHINGTON STREET, STE 207",BRIGHTON,02135,(617)206-2090,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MT TOM MENTAL HEALTH CENTER^,40 B0BALA ROAD,HOLYOKE,01040,(413)747-0705,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"MULTICULTURAL COUNSELING CENTER, INC^","260  MILTON STREET, SUITE 101",DEDHAM,02026,(781)344-3400,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MULTICULTURAL WELLNESS,"10 WINTHROP STREET, SUITE 317A-323",WORCESTER,01604,(508)752-4665,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
MVA CENTER FOR REHABILITATION (THE),"300 STAFFORD STREET, SUITE 360",SPRINGFIELD,01104,(413)734-8440,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No
MVHS IMAGING CENTER,"323 LOWELL STREET, LL, SUITE 002",ANDOVER,01810,(978)552-2600,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
NANTUCKET FAMILY PLANNING,20 VESPER LANE,NANTUCKET,02554,(508)228-9189,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
NCYF CHILD & FAMILY OUTPATIENT CLIN,203 EAST STREET,EASTHAMPTON,01027,(413)529-7777,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NCYF NORTHEAST AREA CLINIC,"380 PLEASANT STREET, SUITE 12",MALDEN,02148,(781)396-6530,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NEMG HINGHAM^,"600 CORDWAINER DRIVE, SUITE 102",NORWELL,02061,(781)385-7790,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEW BEDFORD FAMILY PLANNING,651 ORCHARD STREET,NEW BEDFORD,02744,(508)984-5333,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
NEW BEDFORD PRENATAL DIAGNOSTIC CTR,543 NORTH STREET,NEW BEDFORD,02740,(508)995-2767,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
NEW BEGINNINGS WELLNESS CENTER INC,1280 MAIN STREET,WORCESTER,01603,(508)254-2384,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NEW DAWN INTEGRATED BEHAVIORAL HC I,"33 ELECTRIC AVENUE, SUITE 3B",FITCHBURG,01420,(978)627-3929,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NEW ENGLAND CENTER FOR HEALTHY MINDS,"289 GREAT ROAD, SUITE G1",ACTON,01720,(978)679-1200,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
NEW ENGLAND CLINICS OF REPROD MED,20 POND MEADOW DRIVE,READING,01867,(781)942-7000,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
NEW ENGLAND MEDICAL GROUP - MILFORD,"100 MEDWAY ROAD, SUITE 102 & 201",MILFORD,01757,(781)987-3490,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NEW ENGLAND SKIN CENTER,994 & 996 MIDDLE STREET,WEYMOUTH,02188,(781)803-2455,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
NEW HARBOR BEHAVIORAL HEALTHCARE,"105 EASTERN AVE, BLDG#95, STE#216",DEDHAM,02026,(781)498-6424,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
NEW HEALTH @ CHARLESTOWN HIGH,240 MEDFORD STREET,CHARLESTOWN,02129,(617)643-8101,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
NEW HEALTH CHARLESTOWN,15 TUFTS STREET,CHARLESTOWN,02129,(617)643-8000,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
NEW HORIZONS MEDICAL - BROOKLINE^,358 HARVARD STREET,BROOKLINE,02446,(508)852-0700,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEW HORIZONS MEDICAL - HAVERHILL,"62 BROWN STREET, STE 505",HAVERHILL,01830,(508)872-0700,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
NEW HORIZONS MEDICAL - LYNN^,222 BLOSSOM STREET,LYNN,01901,(508)852-0700,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEW HORIZONS MEDICAL - QUINCY^,"500 CONGRESS STREET, UNIT G",QUINCY,02169,(508)852-0700,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEW HORIZONS MEDICAL -FITCHBURG,285 MAIN STREET,FITCHBURG,01420,(978)488-0889,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
"NEW HORIZONS MEDICAL, INC.",214 HOWARD STREET,FRAMINGHAM,01702,(508)852-0700,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
NEW LIFE COUNSELING & WELLNESS CTR,400 NORTH MAIN STREET,RANDOLPH,02368,(781)986-4800,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NEWTON-WELLESLEY PHYSICIANS PRMRY C,1450 HIGHLAND AVENUE-1ST FLOOR,NEEDHAM,02492,(781)449-0020,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
NFI MASSACHUSETTS INC,54-76 WINTER STREET,HAVERHILL,01830,(978)373-1181,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
NIE HEALTH INC,"100 CUMMINGS CENTER, SUITE 235C",BEVERLY,01915,(419)889-8651,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NORTH ADAMS DENTAL CENTER,77 HOSPITAL DRIVE,NORTH ADAMS,01247,(413)224-8623,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
NORTH CHARLES MENTAL HEALTH,54 WASHBURN AVENUE,CAMBRIDGE,02140,(617)876-1176,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NORTH END WATERFRONT HEALTH,332 HANOVER STREET,BOSTON,02113,(617)643-8000,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
NORTH SHORE COUNSELING CENTER,100 CUMMINGS CENTER SUITE 307-E,BEVERLY,01915,(978)922-2280,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NORTH SHORE PHYS GROUP IMAGING SCES,414 HAVERHILL STREET 1ST FL,ROWLEY,01969,(877)379-5522,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
NORTHEAST BEHAVIORAL HEALTH SERVICES - CAPE BEHAVIORAL HEALTH CENTER,5 NAMSKAKET ROAD,ORLEANS,02653,(508)830-1444,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NORTHEAST FAMILY SERVICES,"222 MILLIKAN BLVD, 3RD FLOOR",FALL RIVER,02721,(508)206-1125,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NORTHEAST FAMILY SERVICES,"354 MERRIMACK STREET, SUITE 395",LAWRENCE,01843,(781)929-0553,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NORTHEAST FAMILY SERVICES^,"299 LINCOLN STREET, SUITE 201",WORCESTER,01605,(774)206-1125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NORTHEAST FAMILY SERVICES^,55 PROVIDENCE HIGHWAY,NORWOOD,02062,(781)769-2655,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NORTHEAST FAMILY SERVICES^,59 INTERSTATE DRIVE,WEST SPRINGFIELD,01089,(781)769-2655,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NORTHEAST HEALTH SERVICES - ATTLEBORO,8 NORTH MAIN STREET 5TH FL,ATTLEBORO,02703,(508)880-0514,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NORTHEAST HEALTH SERVICES - BROCKTON,231 MAIN ST 3RD FL,BROCKTON,02301,(508)586-2660,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NORTHEAST HEALTH SERVICES - CAPE BEHAVIORAL HEALTH CENTER,310 BARNSTABLE ROAD-SUITE 103,HYANNIS,02601,(617)847-1950,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NORTHEAST HEALTH SERVICES - FALLRIVER,126 COVE STREET,FALL RIVER,02720,(508)678-0041,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NORTHEAST HEALTH SERVICES - MIDDLEBORO,94 SOUTH MAIN STREET,MIDDLEBOROUGH,02346,(508)880-6666,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NORTHEAST HEALTH SERVICES - NEWTON,"233 NEEDHAM STREET, STE 300",NEWTON,02464,(617)830-4522,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
NORTHEAST HEALTH SERVICES - PLYMOUTH,"39 INDUSTRIAL PARK DRIVE, LOWER LEV",PLYMOUTH,02360,(508)585-4311,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NORTHEAST HEALTH SERVICES - TAUNTON,30 TAUNTON GREEN STES 4&5,TAUNTON,02780,(508)880-6666,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
"NORTHEAST HEALTH SERVICES - WEST CENTRAL FAMILY & COUNSELI, LTD","103 MYRON STREET, SUITE A",WEST SPRINGFIELD,01089,(413)592-1980,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NORTHEAST HEALTH SERVICES-FOXBOROUGH,"225 FOXBOROUGH BLVD, STE 201",FOXBOROUGH,02035,(508)901-4685,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NORTHEAST HEALTH SERVICES-LOWELL,"59 LOWES WAY, STE 401",LOWELL,01851,(978)565-0569,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NORTHEAST HEALTH SERVICES-MILFORD,"25 BIRCH STREET, STE 204, BLDG B",MILFORD,01757,(508)568-1924,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NORTHEAST HEALTH SERVICES-QUINCY,"100 HANCOCK STREET, 9TH FL",NORTH QUINCY,02171,(617)410-9328,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NORTHEAST HEALTH SVCS-PEMBROKE CTR,"20 WINTER STREET, 1ST FLOOR",PEMBROKE,02359,(781)934-6226,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
NORTHEAST REH OUTP CTR JACKSON LOWE,"101 JACKSON STREET, UNIT B-2",LOWELL,01854,(978)893-2900,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
NORTHEAST REHAB HSP OUTPT CT-RIVERW,354 MERRIMAC STREET BLG 1 SUITE 102,LAWRENCE,01843,(978)688-5750,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No
NORTHEAST REHAB OPT CTR @ PMB,"1 PARKWAY, SUITE 401",HAVERHILL,01830,(978)521-1275,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
NORTHEAST REHAB OPT CTR @PELHAM ST,147 PELHAM STREET,METHUEN,01844,(978)688-3898,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
NORTHEAST REHAB OPT CTR CHESTNUT GR,575 TURNPIKE STREET SUITE 14-16,NORTH ANDOVER,01845,(800)825-7292,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
NORTHEAST REHAB OPT CTR LAWR AMESBU,101 AMESBURY STREET SUITE 301,LAWRENCE,01841,(978)975-0395,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
NORTHEAST REHAB OPT CTR METHUEN,380R MERRIMACK STREET,METHUEN,01844,(978)688-1176,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
NORTHEAST REHAB OPT CTR-BILLERICA,333 BOSTON RD @ PRO FITNESS PLUS,BILLERICA,01821,(978)663-5428,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
NORTHEAST REHAB OPT CTR-CHELMSFORD,"ONE OLDE NORTH ROAD, SUITE 202",CHELMSFORD,01824,(978)256-6865,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
NORTHEAST REHAB OPT CTR-LOWELL,10 GEORGE STREET-SUITE 310,LOWELL,01852,(978)452-1776,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
NORTHEAST REHAB OPT CTR-LOWELL,1230 BRIDGE ST 2ND FL RM205,LOWELL,01850,(978)459-7711,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
NORTHEAST REHAB OPT CTR-NEWBURYPORT,260 MERRIMAC STREET 1ST FL,NEWBURYPORT,01950,(978)465-2582,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
NORTHEAST REHAB OPT CTR-NO ANDOVER,"220 SUTTON STREET, SUITE 6",NORTH ANDOVER,01845,(978)682-7009,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
NORTHEAST REHAB OUTP CTR METHUEN PE^,386 MERRIMACK STREET STE 2-D,METHUEN,01844,(603)893-2900,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NORTHEAST REHAB OUTPT CTR TEWKSBURY,1555 MAIN STREET LOWER LEVEL,TEWKSBURY,01876,(978)687-2321,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
NORTHEAST REHABILITATION  OUTPT CENTER-CEDARDALE,931 BOSTON ROAD,HAVERHILL,01835,(978)688-8389,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
